scenario_id,restoration,enhancement,segmentation,features,model,accuracy,precision_weighted,recall_weighted,f1_weighted,inference_time_ms_per_image,n_test_samples
6,ssr,gamma,True,color,SVM,0.8315874294923449,0.8336576788852237,0.8315874294923449,0.8313190788833403,0.7064532892825232,1241
