scenario_id,restoration,enhancement,segmentation,features,model,accuracy,precision_weighted,recall_weighted,f1_weighted,inference_time_ms_per_image,n_test_samples
3,ssr,clahe,False,color+texture,SVM,0.8734891216760677,0.8736510010664972,0.8734891216760677,0.873474169273872,0.549107104754254,1241
