scenario_id,restoration,enhancement,segmentation,features,model,accuracy,precision_weighted,recall_weighted,f1_weighted,inference_time_ms_per_image,n_test_samples
10,ssr,gamma,True,cnn,MobileNetV2,0.9722158961512184,0.9724231384560226,0.9722158961512184,0.9722304040744569,21.652171961967724,4391
